State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Facility Latitude, Facility Longitude, Owner, Operator
"NV","Sun Peak Generating Station","54854","3","2015","36.1392","-115.034","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","Sun Peak Generating Station","54854","3","2016","36.1392","-115.034","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","Sun Peak Generating Station","54854","4","2015","36.1392","-115.034","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","Sun Peak Generating Station","54854","4","2016","36.1392","-115.034","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","Sun Peak Generating Station","54854","5","2015","36.1392","-115.034","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","Sun Peak Generating Station","54854","5","2016","36.1392","-115.034","Nevada Power Company dba NV Energy","Nevada Power Company dba NV Energy",
"NV","TS Power Plant","56224","001","2015","40.7458","-116.5297","Newmont Nevada Energy Investment LLC","Newmont Nevada Energy Investment LLC",
"NV","TS Power Plant","56224","001","2016","40.7458","-116.5297","Newmont Nevada Energy Investment LLC","Newmont Nevada Energy Investment LLC",
"NV","Tracy","2336","3","2015","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","3","2016","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","4","2015","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","4","2016","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","5","2015","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","5","2016","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","6","2015","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","6","2016","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","8","2015","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","8","2016","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","9","2015","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tracy","2336","9","2016","39.5625","-119.525","Sierra Pacific Power Company","Sierra Pacific Power Company",
"NV","Tri-Center Naniwa Energy","55494","CT3","2015","39.5617","-119.5175","Tri-Center Naniwa Energy","Tri-Center Naniwa Energy",
"NV","Tri-Center Naniwa Energy","55494","CT3","2016","39.5617","-119.5175","Tri-Center Naniwa Energy","Tri-Center Naniwa Energy",
"NV","Tri-Center Naniwa Energy","55494","CT4","2015","39.5617","-119.5175","Tri-Center Naniwa Energy","Tri-Center Naniwa Energy",
"NV","Tri-Center Naniwa Energy","55494","CT4","2016","39.5617","-119.5175","Tri-Center Naniwa Energy","Tri-Center Naniwa Energy",
"NV","Tri-Center Naniwa Energy","55494","CT5","2015","39.5617","-119.5175","Tri-Center Naniwa Energy","Tri-Center Naniwa Energy",
"NV","Tri-Center Naniwa Energy","55494","CT5","2016","39.5617","-119.5175","Tri-Center Naniwa Energy","Tri-Center Naniwa Energy",
"NV","Tri-Center Naniwa Energy","55494","CT6","2015","39.5617","-119.5175","Tri-Center Naniwa Energy","Tri-Center Naniwa Energy",
"NV","Tri-Center Naniwa Energy","55494","CT6","2016","39.5617","-119.5175","Tri-Center Naniwa Energy","Tri-Center Naniwa Energy",
"NV","Walter M. Higgins III Generating Station","55687","BHG1","2015","35.6139","-115.3561","NV Energy","NV Energy",
"NV","Walter M. Higgins III Generating Station","55687","BHG1","2016","35.6139","-115.3561","NV Energy","NV Energy",
"NV","Walter M. Higgins III Generating Station","55687","BHG2","2015","35.6139","-115.3561","NV Energy","NV Energy",
"NV","Walter M. Higgins III Generating Station","55687","BHG2","2016","35.6139","-115.3561","NV Energy","NV Energy",
"NY","23rd and 3rd","7910","2301","2015","40.663","-74","New York Power Authority","New York Power Authority",
"NY","23rd and 3rd","7910","2301","2016","40.663","-74","New York Power Authority","New York Power Authority",
"NY","23rd and 3rd","7910","2302","2015","40.663","-74","New York Power Authority","New York Power Authority",
"NY","23rd and 3rd","7910","2302","2016","40.663","-74","New York Power Authority","New York Power Authority",
"NY","59th Street","2503","BLR114","2015","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","BLR114","2016","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","BLR115","2015","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","BLR115","2016","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","BLR116","2015","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","BLR116","2016","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","BLR117","2015","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","BLR117","2016","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","BLR118","2015","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","BLR118","2016","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","CT0001","2015","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","59th Street","2503","CT0001","2016","40.7711","-73.9911","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","74th Street","2504","120","2015","40.768","-73.9515","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","74th Street","2504","120","2016","40.768","-73.9515","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","74th Street","2504","121","2015","40.768","-73.9515","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","74th Street","2504","121","2016","40.768","-73.9515","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","74th Street","2504","122","2015","40.768","-73.9515","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","74th Street","2504","122","2016","40.768","-73.9515","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","74th Street","2504","CT0001","2015","40.768","-73.9515","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","74th Street","2504","CT0001","2016","40.768","-73.9515","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","74th Street","2504","CT0002","2015","40.768","-73.9515","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","74th Street","2504","CT0002","2016","40.768","-73.9515","Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",
"NY","AG - Energy","10803","1","2015","44.7258","-75.4417","AG Energy, LP","AG Energy, LP",
"NY","AG - Energy","10803","1","2016","44.7258","-75.4417","AG Energy, LP","AG Energy, LP",
"NY","AG - Energy","10803","2","2015","44.7258","-75.4417","AG Energy, LP","AG Energy, LP",
"NY","AG - Energy","10803","2","2016","44.7258","-75.4417","AG Energy, LP","AG Energy, LP",
"NY","Allegany Station No. 133","10619","00001","2015","42.5083","-78.0661","Allegany Generating Station","Allegany Generating Station",
"NY","Allegany Station No. 133","10619","00001","2016","42.5083","-78.0661","Allegany Generating Station","Allegany Generating Station",
"NY","Arthur Kill","2490","20","2015","40.5915","-74.2027","Arthur Kill Power, LLC","NRG Energy, Inc",
"NY","Arthur Kill","2490","20","2016","40.5915","-74.2027","Arthur Kill Power, LLC","NRG Energy, Inc",
"NY","Arthur Kill","2490","30","2015","40.5915","-74.2027","Arthur Kill Power, LLC","NRG Energy, Inc",
"NY","Arthur Kill","2490","30","2016","40.5915","-74.2027","Arthur Kill Power, LLC","NRG Energy, Inc",
"NY","Arthur Kill","2490","CT0001","2015","40.5915","-74.2027","Arthur Kill Power, LLC","Arthur Kill Power, LLC",
"NY","Arthur Kill","2490","CT0001","2016","40.5915","-74.2027","Arthur Kill Power, LLC","Arthur Kill Power, LLC",
"NY","Astoria Energy","55375","CT1","2015","40.7825","-73.8964","Astoria Energy, LLC","GDF Suez Energy, NA",
"NY","Astoria Energy","55375","CT1","2016","40.7825","-73.8964","Astoria Energy, LLC","GDF Suez Energy, NA",
"NY","Astoria Energy","55375","CT2","2015","40.7825","-73.8964","Astoria Energy, LLC","GDF Suez Energy, NA",
"NY","Astoria Energy","55375","CT2","2016","40.7825","-73.8964","Astoria Energy, LLC","GDF Suez Energy, NA",
"NY","Astoria Energy","55375","CT3","2015","40.7825","-73.8964","Astoria Energy, LLC","GDF Suez Energy, NA",
"NY","Astoria Energy","55375","CT3","2016","40.7825","-73.8964","Astoria Energy, LLC","GDF Suez Energy, NA",
"NY","Astoria Energy","55375","CT4","2015","40.7825","-73.8964","Astoria Energy, LLC","GDF Suez Energy, NA",
"NY","Astoria Energy","55375","CT4","2016","40.7825","-73.8964","Astoria Energy, LLC","GDF Suez Energy, NA",
"NY","Astoria Gas Turbine Power","55243","CT0005","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0005","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0007","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0007","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0008","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0008","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0010","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0010","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0011","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0011","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0012","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0012","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0013","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT0013","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-1A","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-1A","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-1B","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-1B","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-2A","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-2A","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-2B","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-2B","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-3A","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-3A","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-3B","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-3B","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-4A","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-4A","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-4B","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT2-4B","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-1A","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-1A","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-1B","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-1B","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-2A","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-2A","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-2B","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-2B","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-3A","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-3A","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-3B","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-3B","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-4A","2015","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
"NY","Astoria Gas Turbine Power","55243","CT3-4A","2016","40.7864","-73.9133","Astoria Energy, LLC","Astoria Energy, LLC",
